country,region,year,year_normalized,vehicle_segment,ev_sales(units),petrol_car_sales(units),diesel_car_sales(units),ice_total_sales(units),total_vehicle_sales(units),ev_ice_ratio,ev_market_share(%),market_share_change(%),charging_stations(units),fast_chargers_share(%),chargers_per_ev_ratio,average_ev_range(km),fuel_price(usd/ltr),electricity_price(usd/kwh),fuel_to_electric_ratio,gdp(usd/person),urban_population(%),co2_emissions(mt),ev_subsidy(usd),emission_regulation(scale_0-100),ev_growth_rate_yoy(%),ev_growth_rate_category,ev_domination(0/1),economic_index,policy_index,policy_index_lagged_1y,environmental_stringency_ratio
France,Europe,2025,15,premium,179243,277956,24170,302126,481369,0.5932723433269563,37.24,1.3500000000000014,171174,20.4,0.9549829003085197,483,1.84,0.251,7.330677290836654,46571,81.4,112.4,3998,89.0,10.31,Slow Growth,0,3790.8794000000003,3558.22,4412.58,1.248888888888889
Germany,Europe,2010,0,commercial,15,264089,176060,440149,440164,3.4079368577458996e-05,0.0,0.0,207,3.0,13.8,131,1.52,0.27,5.62962962962963,41778,73.8,155.0,0,54.6,0.0,Decline,0,3083.2164,0.0,0.0,2.787769784172662
Germany,Europe,2010,0,mass_market,173,1518311,207042,1725353,1725526,0.00010026933618801486,0.01,0.0,207,3.0,1.1965317919075145,131,1.52,0.27,5.62962962962963,41778,73.8,155.0,0,54.6,0.0,Decline,0,3083.2164,0.0,0.0,2.787769784172662
Germany,Europe,2010,0,premium,105,668018,58088,726106,726211,0.0001446069857569005,0.01,0.0,207,3.0,1.9714285714285715,131,1.52,0.27,5.62962962962963,41778,73.8,155.0,0,54.6,0.0,Decline,0,3083.2164,0.0,0.0,2.787769784172662
Germany,Europe,2011,1,commercial,90,258133,172088,430221,430311,0.00020919480917946823,0.02,0.02,797,4.1,8.855555555555556,142,1.517,0.276,5.496376811594202,41787,74.2,155.2,662,56.2,300.0,Extraordinary Growth,0,3100.5953999999997,372.04400000000004,0.0,2.713286713286713
Germany,Europe,2011,1,mass_market,1046,1533576,209124,1742700,1743746,0.0006002180524473518,0.06,0.049999999999999996,797,4.1,0.7619502868068834,142,1.517,0.276,5.496376811594202,41787,74.2,155.2,662,56.2,300.0,Extraordinary Growth,0,3100.5953999999997,372.04400000000004,0.0,2.713286713286713
Germany,Europe,2011,1,premium,626,660981,57477,718458,719084,0.000871310501100969,0.09,0.08,797,4.1,1.2731629392971247,142,1.517,0.276,5.496376811594202,41787,74.2,155.2,662,56.2,300.0,Extraordinary Growth,0,3100.5953999999997,372.04400000000004,0.0,2.713286713286713
Germany,Europe,2012,2,commercial,153,261435,174290,435725,435878,0.00035113890642033394,0.04,0.02,1454,5.5,9.50326797385621,151,1.513,0.283,5.3462897526501765,41677,74.9,155.5,1322,58.9,219.37,Extraordinary Growth,0,3121.6073,778.658,372.04400000000004,2.595993322203673
Germany,Europe,2012,2,mass_market,1746,1535278,209356,1744634,1746380,0.0010007829722451815,0.1,0.04000000000000001,1454,5.5,0.8327605956471936,151,1.513,0.283,5.3462897526501765,41677,74.9,155.5,1322,58.9,66.92,Fast Growth,0,3121.6073,778.658,372.04400000000004,2.595993322203673
Germany,Europe,2012,2,premium,1060,671728,58411,730139,731199,0.001451778360010902,0.14,0.05000000000000002,1454,5.5,1.3716981132075472,151,1.513,0.283,5.3462897526501765,41677,74.9,155.5,1322,58.9,69.33,Fast Growth,0,3121.6073,778.658,372.04400000000004,2.595993322203673
Germany,Europe,2013,3,commercial,400,263615,175743,439358,439758,0.0009104192936056701,0.09,0.049999999999999996,1939,6.0,4.8475,147,1.487,0.29,5.127586206896552,41903,74.6,156.4,2010,62.6,161.44,Extraordinary Growth,0,3125.9638,1258.26,778.658,2.459119496855346
Germany,Europe,2013,3,mass_market,4565,1541170,210159,1751329,1755894,0.002606591908202285,0.26,0.16,1939,6.0,0.42475355969331874,147,1.487,0.29,5.127586206896552,41903,74.6,156.4,2010,62.6,161.45,Extraordinary Growth,0,3125.9638,1258.26,778.658,2.459119496855346
Germany,Europe,2013,3,premium,2738,665628,57881,723509,726247,0.0037843344035803288,0.38,0.24,1939,6.0,0.7081811541271,147,1.487,0.29,5.127586206896552,41903,74.6,156.4,2010,62.6,158.3,Extraordinary Growth,0,3125.9638,1258.26,778.658,2.459119496855346
Germany,Europe,2014,4,commercial,718,273249,182166,455415,456133,0.0015765839948179133,0.16,0.07,3925,6.4,5.4665738161559885,166,1.45,0.298,4.865771812080537,41929,74.7,157.1,2667,62.9,79.5,Fast Growth,0,3132.0963,1677.543,1258.26,2.458528951486698
Germany,Europe,2014,4,mass_market,8131,1582841,215842,1798683,1806814,0.004520529743150961,0.45,0.19,3925,6.4,0.4827204525888575,166,1.45,0.298,4.865771812080537,41929,74.7,157.1,2667,62.9,78.12,Fast Growth,0,3132.0963,1677.543,1258.26,2.458528951486698
Germany,Europe,2014,4,premium,4953,693852,60335,754187,759140,0.006567336748047898,0.65,0.27,3925,6.4,0.7924490207954775,166,1.45,0.298,4.865771812080537,41929,74.7,157.1,2667,62.9,80.9,Fast Growth,0,3132.0963,1677.543,1258.26,2.458528951486698
Germany,Europe,2015,5,commercial,954,281524,187683,469207,470161,0.0020332177482433127,0.2,0.04000000000000001,5744,7.9,6.020964360587002,178,1.44,0.304,4.7368421052631575,41618,75.0,160.5,3376,64.6,32.87,Moderate Growth,0,3121.35,2180.8959999999997,1677.543,2.4466463414634148
Germany,Europe,2015,5,mass_market,11100,1674438,228333,1902771,1913871,0.0058335974218652695,0.58,0.12999999999999995,5744,7.9,0.5174774774774775,178,1.44,0.304,4.7368421052631575,41618,75.0,160.5,3376,64.6,36.51,Moderate Growth,0,3121.35,2180.8959999999997,1677.543,2.4466463414634148
Germany,Europe,2015,5,premium,6727,729681,63451,793132,799859,0.00848156422890515,0.84,0.18999999999999995,5744,7.9,0.8538724542886874,178,1.44,0.304,4.7368421052631575,41618,75.0,160.5,3376,64.6,35.82,Moderate Growth,0,3121.35,2180.8959999999997,1677.543,2.4466463414634148
Germany,Europe,2016,6,commercial,1277,299091,199394,498485,499762,0.0025617621392820247,0.26,0.06,9544,10.1,7.473766640563822,203,1.427,0.308,4.633116883116883,43358,75.7,163.8,4026,66.4,33.86,Moderate Growth,0,3282.2006,2673.264,2180.8959999999997,2.43026706231454
Germany,Europe,2016,6,mass_market,14829,1774612,241992,2016604,2031433,0.007353451644447794,0.73,0.15000000000000002,9544,10.1,0.64360374940994,203,1.427,0.308,4.633116883116883,43358,75.7,163.8,4026,66.4,33.59,Moderate Growth,0,3282.2006,2673.264,2180.8959999999997,2.43026706231454
Germany,Europe,2016,6,premium,8984,772587,67182,839769,848753,0.010698180094764155,1.06,0.22000000000000008,9544,10.1,1.06233303650935,203,1.427,0.308,4.633116883116883,43358,75.7,163.8,4026,66.4,33.55,Moderate Growth,0,3282.2006,2673.264,2180.8959999999997,2.43026706231454
Germany,Europe,2017,7,commercial,2405,318143,212096,530239,532644,0.004535690509374074,0.45,0.19,13550,10.0,5.634095634095634,230,1.427,0.317,4.5015772870662465,43778,76.3,166.9,4670,70.7,88.33,Fast Growth,0,3340.2614,3301.69,2673.264,2.327754532775453
Germany,Europe,2017,7,mass_market,27265,1835925,250353,2086278,2113543,0.013068728136902177,1.29,0.56,13550,10.0,0.49697414267375756,230,1.427,0.317,4.5015772870662465,43778,76.3,166.9,4670,70.7,83.86,Fast Growth,0,3340.2614,3301.69,2673.264,2.327754532775453
Germany,Europe,2017,7,premium,16927,816972,71041,888013,904940,0.019061657881134623,1.87,0.81,13550,10.0,0.8004962485969161,230,1.427,0.317,4.5015772870662465,43778,76.3,166.9,4670,70.7,88.41,Fast Growth,0,3340.2614,3301.69,2673.264,2.327754532775453
Germany,Europe,2018,8,commercial,3437,323507,215671,539178,542615,0.006374518248148107,0.63,0.18,22949,12.7,6.677043933663079,259,1.44,0.325,4.43076923076923,45142,76.3,166.5,5353,72.7,42.91,Moderate Growth,0,3444.3346,3891.6310000000003,3301.69,2.259158751696065
Germany,Europe,2018,8,mass_market,38831,1853742,252783,2106525,2145356,0.01843367631525854,1.81,0.52,22949,12.7,0.5909968839329401,259,1.44,0.325,4.43076923076923,45142,76.3,166.5,5353,72.7,42.42,Moderate Growth,0,3444.3346,3891.6310000000003,3301.69,2.259158751696065
Germany,Europe,2018,8,premium,23306,795541,69177,864718,888024,0.026952139310156605,2.62,0.75,22949,12.7,0.9846820561228868,259,1.44,0.325,4.43076923076923,45142,76.3,166.5,5353,72.7,37.69,Moderate Growth,0,3444.3346,3891.6310000000003,3301.69,2.259158751696065
Germany,Europe,2019,9,commercial,5577,313246,208830,522076,527653,0.010682352760900711,1.06,0.43000000000000005,32917,14.7,5.902277209969518,304,1.543,0.338,4.565088757396449,46222,76.8,159.4,5938,74.8,62.26,Fast Growth,0,3549.8496,4441.624,3891.6310000000003,2.102902374670185
Germany,Europe,2019,9,mass_market,63521,1795042,244779,2039821,2103342,0.031140477522292397,3.02,1.21,32917,14.7,0.5182065773523716,304,1.543,0.338,4.565088757396449,46222,76.8,159.4,5938,74.8,63.58,Fast Growth,0,3549.8496,4441.624,3891.6310000000003,2.102902374670185
Germany,Europe,2019,9,premium,38679,777041,67569,844610,883289,0.045795100697363283,4.38,1.7599999999999998,32917,14.7,0.851030274826133,304,1.543,0.338,4.565088757396449,46222,76.8,159.4,5938,74.8,65.96,Fast Growth,0,3549.8496,4441.624,3891.6310000000003,2.102902374670185
Germany,Europe,2020,10,commercial,20289,252120,168080,420200,440489,0.04828415040456925,4.61,3.5500000000000003,44062,14.8,2.1717186652866083,360,1.703,0.357,4.7703081232493005,47086,77.5,155.8,8952,79.3,263.8,Extraordinary Growth,0,3649.165,7098.936,4441.624,1.9402241594022418
Germany,Europe,2020,10,mass_market,230506,1338535,182527,1521062,1751568,0.1515428036463997,13.16,10.14,44062,14.8,0.1911533756171206,360,1.703,0.357,4.7703081232493005,47086,77.5,155.8,8952,79.3,262.88,Extraordinary Growth,0,3649.165,7098.936,4441.624,1.9402241594022418
Germany,Europe,2020,10,premium,138036,538520,46828,585348,723384,0.23581869247012033,19.08,14.7,44062,14.8,0.319206583789736,360,1.703,0.357,4.7703081232493005,47086,77.5,155.8,8952,79.3,256.88,Extraordinary Growth,0,3649.165,7098.936,4441.624,1.9402241594022418
Germany,Europe,2021,11,commercial,35700,213782,142522,356304,392004,0.10019533881180116,9.11,4.499999999999999,52606,17.8,1.4735574229691877,370,1.887,0.376,5.0186170212765955,48190,77.7,151.1,7584,80.5,75.96,Fast Growth,0,3744.363,6105.12,7098.936,1.8539877300613496
Germany,Europe,2021,11,mass_market,402316,1006599,137264,1143863,1546179,0.351716945123673,26.02,12.86,52606,17.8,0.13075791169130732,370,1.887,0.376,5.0186170212765955,48190,77.7,151.1,7584,80.5,74.54,Fast Growth,0,3744.363,6105.12,7098.936,1.8539877300613496
Germany,Europe,2021,11,premium,248912,377958,32866,410824,659736,0.6058847584367029,37.73,18.65,52606,17.8,0.2113437680786784,370,1.887,0.376,5.0186170212765955,48190,77.7,151.1,7584,80.5,80.32,Fast Growth,0,3744.363,6105.12,7098.936,1.8539877300613496
Germany,Europe,2022,12,commercial,41741,209795,139863,349658,391399,0.11937664803894091,10.66,1.5500000000000007,85692,17.3,2.0529455451474568,404,1.99,0.37904,5.250105529759392,48110,78.2,150.9,6000,82.0,16.92,Slow Growth,0,3762.202,4920.0,6105.12,1.8180722891566266
Germany,Europe,2022,12,mass_market,482805,969514,132207,1101721,1584526,0.4382280087245319,30.47,4.449999999999999,85692,17.3,0.1774878056358157,404,1.99,0.37904,5.250105529759392,48110,78.2,150.9,6000,82.0,20.01,Moderate Growth,0,3762.202,4920.0,6105.12,1.8180722891566266
Germany,Europe,2022,12,premium,289692,336714,29280,365994,655686,0.7915211724782374,44.18,6.450000000000003,85692,17.3,0.2958038192286981,404,1.99,0.37904,5.250105529759392,48110,78.2,150.9,6000,82.0,16.38,Slow Growth,0,3762.202,4920.0,6105.12,1.8180722891566266
Germany,Europe,2023,13,commercial,40750,238665,159110,397775,438525,0.10244484947520584,9.29,-1.370000000000001,125189,20.5,3.072122699386503,439,2.007,0.37904,5.294955677501056,50125,77.7,145.7,4586,85.9,-2.37,Decline,0,3894.7125,3939.3740000000003,4920.0,1.676639815880322
Germany,Europe,2023,13,mass_market,514967,1105943,156676,1262619,1777586,0.40785620998891986,28.97,-1.5,125189,20.5,0.2431010142397474,439,2.007,0.37904,5.294955677501056,50125,77.7,145.7,4586,85.9,6.66,Slow Growth,0,3894.7125,3939.3740000000003,4920.0,1.676639815880322
Germany,Europe,2023,13,premium,305853,375507,35259,410766,716619,0.7445918113962694,42.68,-1.5,125189,20.5,0.4093110088833525,439,2.007,0.37904,5.294955677501056,50125,77.7,145.7,4586,85.9,5.58,Slow Growth,0,3894.7125,3939.3740000000003,4920.0,1.676639815880322
Germany,Europe,2024,14,commercial,44989,221956,147971,369927,414916,0.12161588637758261,10.84,1.5500000000000007,147077,21.3,3.2691769099113115,465,1.933,0.379,5.100263852242744,52064,78.3,141.0,0,87.1,10.4,Slow Growth,0,4076.6112,0.0,3939.3740000000003,1.6004540295119183
Germany,Europe,2024,14,mass_market,516118,1011872,137982,1149854,1665972,0.448855245970358,30.98,2.0100000000000016,147077,21.3,0.28496777868626944,465,1.933,0.379,5.100263852242744,52064,78.3,141.0,0,87.1,0.22,Slow Growth,0,4076.6112,0.0,3939.3740000000003,1.6004540295119183
Germany,Europe,2024,14,premium,311491,351375,30554,381929,693420,0.8155730515357567,44.92,2.240000000000002,147077,21.3,0.4721709455489886,465,1.933,0.379,5.100263852242744,52064,78.3,141.0,0,87.1,1.84,Slow Growth,0,4076.6112,0.0,3939.3740000000003,1.6004540295119183
Germany,Europe,2025,15,commercial,48491,230839,153893,384732,433223,0.126038385161619,11.19,0.34999999999999964,185439,24.6,3.8241941803633663,486,1.85,0.373,4.959785522788204,54204,78.1,136.5,0,90.0,7.78,Slow Growth,0,4233.332399999999,0.0,0.0,1.5
Germany,Europe,2025,15,mass_market,549850,1029166,140341,1169507,1719357,0.4701553731615116,31.98,1.0,185439,24.6,0.3372537964899518,486,1.85,0.373,4.959785522788204,54204,78.1,136.5,0,90.0,6.54,Slow Growth,0,4233.332399999999,0.0,0.0,1.5
Germany,Europe,2025,15,premium,335891,357387,31077,388464,724355,0.8646644219284155,46.37,1.4499999999999957,185439,24.6,0.5520808833818114,486,1.85,0.373,4.959785522788204,54204,78.1,136.5,0,90.0,7.83,Slow Growth,0,4233.332399999999,0.0,0.0,1.5
India,APAC,2010,0,commercial,6,272921,181951,454872,454878,1.3190523927610405e-05,0.0,0.0,0,0.0,0.0,107,0.77,0.067,11.492537313432836,1359,30.9,166.9,0,19.484,0.0,Decline,0,41.9931,0.0,0.0,8.147822690880687
India,APAC,2010,0,mass_market,79,1574664,214738,1789402,1789481,4.41488273736142e-05,0.0,0.0,0,0.0,0.0,107,0.77,0.067,11.492537313432836,1359,30.9,166.9,0,19.484,0.0,Decline,0,41.9931,0.0,0.0,8.147822690880687
India,APAC,2010,0,premium,51,688207,59848,748055,748106,6.81768051814372e-05,0.01,0.0,0,0.0,0.0,107,0.77,0.067,11.492537313432836,1359,30.9,166.9,0,19.484,0.0,Decline,0,41.9931,0.0,0.0,8.147822690880687
India,APAC,2011,1,commercial,17,284389,189593,473982,473999,3.586634091589976e-05,0.0,0.0,38,1.0,2.235294117647059,119,0.82,0.071,11.549295774647888,1402,31.4,177.4,363,19.8,183.33,Extraordinary Growth,0,44.0228,71.87400000000001,0.0,8.528846153846153
India,APAC,2011,1,mass_market,186,1639680,223593,1863273,1863459,9.982434136060577e-05,0.01,0.01,38,1.0,0.20430107526881722,119,0.82,0.071,11.549295774647888,1402,31.4,177.4,363,19.8,135.44,Extraordinary Growth,0,44.0228,71.87400000000001,0.0,8.528846153846153
India,APAC,2011,1,premium,114,721989,62782,784771,784885,0.0001452653066945644,0.01,0.0,38,1.0,0.3333333333333333,119,0.82,0.071,11.549295774647888,1402,31.4,177.4,363,19.8,123.53,Extraordinary Growth,0,44.0228,71.87400000000001,0.0,8.528846153846153
India,APAC,2012,2,commercial,16,282353,188235,470588,470604,3.40000170000085e-05,0.0,0.0,72,1.9,4.5,136,0.87,0.074,11.756756756756758,1463,31.6,190.1,719,19.5,63.3,Fast Growth,0,46.2308,140.205,71.87400000000001,9.273170731707317
India,APAC,2012,2,mass_market,188,1655912,225806,1881718,1881906,9.990870045352173e-05,0.01,0.0,72,1.9,0.3829787234042553,136,0.87,0.074,11.756756756756758,1463,31.6,190.1,719,19.5,1.08,Slow Growth,0,46.2308,140.205,71.87400000000001,9.273170731707317
India,APAC,2012,2,premium,112,712641,61969,774610,774722,0.0001445888898929784,0.01,0.0,72,1.9,0.6428571428571429,136,0.87,0.074,11.756756756756758,1463,31.6,190.1,719,19.5,-1.75,Decline,0,46.2308,140.205,71.87400000000001,9.273170731707317
India,APAC,2013,3,commercial,17,296840,197894,494734,494751,3.436189952580579e-05,0.0,0.0,118,2.9,6.9411764705882355,135,0.91,0.075,12.133333333333335,1500,32.1,200.3,1089,21.6,41.5,Moderate Growth,0,48.15,235.22400000000002,140.205,8.86283185840708
India,APAC,2013,3,mass_market,194,1709098,233059,1942157,1942351,9.988893791799531e-05,0.01,0.0,118,2.9,0.6082474226804123,135,0.91,0.075,12.133333333333335,1500,32.1,200.3,1089,21.6,3.19,Slow Growth,0,48.15,235.22400000000002,140.205,8.86283185840708
India,APAC,2013,3,premium,118,745804,64852,810656,810774,0.0001455611258042869,0.01,0.0,118,2.9,1.0,135,0.91,0.075,12.133333333333335,1500,32.1,200.3,1089,21.6,5.36,Slow Growth,0,48.15,235.22400000000002,140.205,8.86283185840708
India,APAC,2014,4,commercial,68,293459,195639,489098,489166,0.00013903144155159088,0.01,0.01,147,3.8,2.161764705882353,141,0.95,0.077,12.337662337662337,1557,32.6,212.4,1437,23.8,58.74,Fast Growth,0,50.7582,342.006,235.22400000000002,8.564516129032258
India,APAC,2014,4,mass_market,789,1734426,236513,1970939,1971728,0.00040031680331050325,0.04,0.03,147,3.8,0.18631178707224336,141,0.95,0.077,12.337662337662337,1557,32.6,212.4,1437,23.8,300.0,Extraordinary Growth,0,50.7582,342.006,235.22400000000002,8.564516129032258
India,APAC,2014,4,premium,484,767152,66709,833861,834345,0.0005804324701598947,0.06,0.049999999999999996,147,3.8,0.3037190082644628,141,0.95,0.077,12.337662337662337,1557,32.6,212.4,1437,23.8,300.0,Extraordinary Growth,0,50.7582,342.006,235.22400000000002,8.564516129032258
India,APAC,2015,5,commercial,91,312178,208119,520297,520388,0.000174900105132261,0.02,0.01,206,4.6,2.2637362637362637,158,0.977,0.079,12.367088607594937,1599,32.9,221.9,1803,24.9,78.5,Fast Growth,0,52.607099999999996,448.94699999999995,342.006,8.567567567567568
India,APAC,2015,5,mass_market,1028,1807822,246521,2054343,2055371,0.000500403291952707,0.05,0.010000000000000002,206,4.6,0.20038910505836577,158,0.977,0.079,12.367088607594937,1599,32.9,221.9,1803,24.9,30.29,Moderate Growth,0,52.607099999999996,448.94699999999995,342.006,8.567567567567568
India,APAC,2015,5,premium,624,791778,68850,860628,861252,0.0007250519388167711,0.07,0.010000000000000009,206,4.6,0.3301282051282051,158,0.977,0.079,12.367088607594937,1599,32.9,221.9,1803,24.9,28.93,Moderate Growth,0,52.607099999999996,448.94699999999995,342.006,8.567567567567568
India,APAC,2016,6,commercial,156,334239,222826,557065,557221,0.0002800391336738083,0.03,0.009999999999999998,413,6.5,2.6474358974358974,171,1.013,0.08,12.662499999999998,1738,33.3,236.6,1841,27.3,109.36,Extraordinary Growth,0,57.87539999999999,502.593,448.94699999999995,8.36042402826855
India,APAC,2016,6,mass_market,1787,1963639,267769,2231408,2233195,0.0008008396492259596,0.08,0.03,413,6.5,0.2311135982092893,171,1.013,0.08,12.662499999999998,1738,33.3,236.6,1841,27.3,73.83,Fast Growth,0,57.87539999999999,502.593,448.94699999999995,8.36042402826855
India,APAC,2016,6,premium,1094,867004,75392,942396,943490,0.0011608708016587507,0.12,0.04999999999999999,413,6.5,0.37751371115173676,171,1.013,0.08,12.662499999999998,1738,33.3,236.6,1841,27.3,75.32,Fast Growth,0,57.87539999999999,502.593,448.94699999999995,8.36042402826855
India,APAC,2017,7,commercial,213,365402,243602,609004,609217,0.0003497513973635641,0.03,0.0,609,8.8,2.859154929577465,200,1.027,0.08,12.837499999999999,1879,33.7,247.3,1885,31.7,36.54,Moderate Growth,0,63.322300000000006,597.545,502.593,7.562691131498471
India,APAC,2017,7,mass_market,2375,2087996,284727,2372723,2375098,0.0010009596569005316,0.1,0.020000000000000004,609,8.8,0.25642105263157894,200,1.027,0.08,12.837499999999999,1879,33.7,247.3,1885,31.7,32.9,Moderate Growth,0,63.322300000000006,597.545,502.593,7.562691131498471
India,APAC,2017,7,premium,1459,924394,80382,1004776,1006235,0.001452064937856796,0.14,0.020000000000000018,609,8.8,0.4174091843728581,200,1.027,0.08,12.837499999999999,1879,33.7,247.3,1885,31.7,33.36,Moderate Growth,0,63.322300000000006,597.545,502.593,7.562691131498471
India,APAC,2018,8,commercial,242,345233,230155,575388,575630,0.0004205857612602279,0.04,0.010000000000000002,821,10.2,3.3925619834710745,247,1.063,0.08,13.2875,2026,34.1,259.2,1964,32.0,13.62,Slow Growth,0,69.0866,628.48,597.545,7.8545454545454545
India,APAC,2018,8,mass_market,2747,2011743,274329,2286072,2288819,0.0012016244457742364,0.12,0.01999999999999999,821,10.2,0.29887149617764835,247,1.063,0.08,13.2875,2026,34.1,259.2,1964,32.0,15.66,Slow Growth,0,69.0866,628.48,597.545,7.8545454545454545
India,APAC,2018,8,premium,1682,887985,77216,965201,966883,0.0017426422061311581,0.17,0.03,821,10.2,0.4881093935790725,247,1.063,0.08,13.2875,2026,34.1,259.2,1964,32.0,15.28,Slow Growth,0,69.0866,628.48,597.545,7.8545454545454545
India,APAC,2019,9,commercial,322,345277,230184,575461,575783,0.0005595513857585484,0.06,0.019999999999999997,1426,13.1,4.428571428571429,272,1.087,0.08,13.587499999999999,2090,34.4,250.1,2001,37.3,33.06,Moderate Growth,0,71.896,746.3729999999999,628.48,6.530026109660575
India,APAC,2019,9,mass_market,3668,2014429,274695,2289124,2292792,0.0016023596799474384,0.16,0.04000000000000001,1426,13.1,0.3887677208287895,272,1.087,0.08,13.587499999999999,2090,34.4,250.1,2001,37.3,33.53,Moderate Growth,0,71.896,746.3729999999999,628.48,6.530026109660575
India,APAC,2019,9,premium,2232,882956,76779,959735,961967,0.002325641974086597,0.23,0.06,1426,13.1,0.6388888888888888,272,1.087,0.08,13.587499999999999,2090,34.4,250.1,2001,37.3,32.7,Moderate Growth,0,71.896,746.3729999999999,628.48,6.530026109660575
India,APAC,2020,10,commercial,250,267685,178457,446142,446392,0.0005603597061025413,0.06,0.0,1987,14.4,7.948,320,1.13,0.081,13.950617283950615,2215,34.9,250.7,2139,40.9,-22.36,Decline,0,77.3035,874.8509999999999,746.3729999999999,5.983293556085918
India,APAC,2020,10,mass_market,2876,1579281,215357,1794638,1797514,0.0016025516009356762,0.16,0.0,1987,14.4,0.6908901251738526,320,1.13,0.081,13.950617283950615,2215,34.9,250.7,2139,40.9,-21.59,Decline,0,77.3035,874.8509999999999,746.3729999999999,5.983293556085918
India,APAC,2020,10,premium,1739,688019,59828,747847,749586,0.0023253419482862137,0.23,0.0,1987,14.4,1.142610695802185,320,1.13,0.081,13.950617283950615,2215,34.9,250.7,2139,40.9,-22.09,Decline,0,77.3035,874.8509999999999,746.3729999999999,5.983293556085918
India,APAC,2021,11,commercial,763,334820,223214,558034,558797,0.0013673002003462154,0.14,0.08000000000000002,2820,17.1,3.695937090432503,339,1.193,0.081,14.728395061728396,2292,35.2,253.2,2376,43.2,205.2,Extraordinary Growth,0,80.67840000000001,1026.432,874.8509999999999,5.728506787330316
India,APAC,2021,11,mass_market,8716,1959067,267145,2226212,2234928,0.003915170702520694,0.39,0.23,2820,17.1,0.32354290959155574,339,1.193,0.081,14.728395061728396,2292,35.2,253.2,2376,43.2,203.06,Extraordinary Growth,0,80.67840000000001,1026.432,874.8509999999999,5.728506787330316
India,APAC,2021,11,premium,5310,858953,74692,933645,938955,0.005687386533425445,0.57,0.33999999999999997,2820,17.1,0.5310734463276836,339,1.193,0.081,14.728395061728396,2292,35.2,253.2,2376,43.2,205.35,Extraordinary Growth,0,80.67840000000001,1026.432,874.8509999999999,5.728506787330316
India,APAC,2022,12,commercial,2539,429503,286335,715838,718377,0.003546891894534797,0.35,0.20999999999999996,6618,20.1,2.606538007089405,362,1.227,0.085,14.435294117647059,2394,35.6,272.7,2486,47.4,232.77,Extraordinary Growth,0,85.22640000000001,1178.364,1026.432,5.634297520661157
India,APAC,2022,12,mass_market,29722,2563455,349562,2913017,2942739,0.010203167369088474,1.01,0.62,6618,20.1,0.2226633470156786,362,1.227,0.085,14.435294117647059,2394,35.6,272.7,2486,47.4,241.01,Extraordinary Growth,0,85.22640000000001,1178.364,1026.432,5.634297520661157
India,APAC,2022,12,premium,17745,1098416,95514,1193930,1211675,0.014862680391647752,1.46,0.89,6618,20.1,0.37295012679628065,362,1.227,0.085,14.435294117647059,2394,35.6,272.7,2486,47.4,234.18,Extraordinary Growth,0,85.22640000000001,1178.364,1026.432,5.634297520661157
India,APAC,2023,13,commercial,4196,449851,299901,749752,753948,0.005596517248370128,0.56,0.21000000000000008,12051,23.0,2.8720209723546235,392,1.273,0.088,14.46590909090909,2587,36.1,288.8,2741,51.8,65.26,Fast Growth,0,93.3907,1419.838,1178.364,5.469696969696971
India,APAC,2023,13,mass_market,48242,2627529,358299,2985828,3034070,0.01615699229828376,1.59,0.5800000000000001,12051,23.0,0.24980307615770492,392,1.273,0.088,14.46590909090909,2587,36.1,288.8,2741,51.8,62.31,Fast Growth,0,93.3907,1419.838,1178.364,5.469696969696971
India,APAC,2023,13,premium,28669,1117649,97187,1214836,1243505,0.023599070162556923,2.31,0.8500000000000001,12051,23.0,0.4203495064355227,392,1.273,0.088,14.46590909090909,2587,36.1,288.8,2741,51.8,61.56,Fast Growth,0,93.3907,1419.838,1178.364,5.469696969696971
India,APAC,2024,14,commercial,6134,487714,325142,812856,818990,0.007546232050941372,0.75,0.18999999999999995,21023,29.0,3.4272905119008805,415,1.253,0.09,13.92222222222222,2750,36.1,306.2,3015,52.9,46.19,Moderate Growth,0,99.275,1594.935,1419.838,5.680890538033395
India,APAC,2024,14,mass_market,68707,2764885,377030,3141915,3210622,0.021867873573919092,2.14,0.55,21023,29.0,0.3059804677834864,415,1.253,0.09,13.92222222222222,2750,36.1,306.2,3015,52.9,42.42,Moderate Growth,0,99.275,1594.935,1419.838,5.680890538033395
India,APAC,2024,14,premium,41665,1196976,104085,1301061,1342726,0.032023863600553704,3.1,0.79,21023,29.0,0.5045721828873155,415,1.253,0.09,13.92222222222222,2750,36.1,306.2,3015,52.9,45.33,Moderate Growth,0,99.275,1594.935,1419.838,5.680890538033395
India,APAC,2025,15,commercial,9164,486962,324642,811604,820768,0.011291220841691268,1.12,0.3700000000000001,34475,31.1,3.7620034919249234,436,1.24,0.091,13.626373626373626,2934,36.5,329.0,3018,58.3,49.4,Moderate Growth,0,107.091,1759.494,1594.935,5.548060708263069
India,APAC,2025,15,mass_market,106863,2853916,389170,3243086,3349949,0.0329510225754112,3.19,1.0499999999999998,34475,31.1,0.3226093222162956,436,1.24,0.091,13.626373626373626,2934,36.5,329.0,3018,58.3,55.53,Fast Growth,0,107.091,1759.494,1594.935,5.548060708263069
